SEQN,SDDSRVYR,RIDSTATR,RIAGENDR,RIDAGEYR,RIDAGEMN,RIDRETH1,RIDRETH3,RIDEXMON,RIDEXAGY,RIDEXAGM,DMQMILIZ,DMQADFC,DMDBORN4,DMDCITZN,DMDYRSUS,DMDEDUC3,DMDEDUC2,DMDMARTL,RIDEXPRG,SIALANG,SIAPROXY,SIAINTRP,FIALANG,FIAPROXY,FIAINTRP,MIALANG,MIAPROXY,MIAINTRP,AIALANGA,WTINT2YR,WTMEC2YR,SDMVPSU,SDMVSTRA,INDHHIN2,INDFMIN2,INDFMPIR,DMDHHSIZ,DMDFMSIZ,DMDHHSZA,DMDHHSZB,DMDHHSZE,DMDHRGND,DMDHRAGE,DMDHRBR4,DMDHREDU,DMDHRMAR,DMDHSEDU
65111,7,2,1,14,,3,3,2,14,177,,,1,1,,7,,,,1,1,2,1,2,2,1,2,2,1,18645.59096,18737.18331,2,97,9,9,1.45,7,7,1,2,2,2,45,1,3,5,
65112,7,2,2,60,,5,6,2,,,2,,2,1,8,,4,3,,1,2,2,1,2,2,1,2,2,1,12592.41305,13033.91074,1,93,8,8,4.13,1,1,0,0,1,2,60,2,4,3,
65113,7,2,1,43,,5,6,2,,,2,,2,1,6,,3,1,,1,2,1,1,2,1,1,2,1,3,11558.14696,12085.61582,3,90,6,6,1.3,4,4,0,2,0,2,37,2,4,1,3
65114,7,2,2,38,,3,3,1,,,2,,1,1,,,2,3,2,1,2,2,1,2,2,1,2,2,1,27375.40535,30621.08152,3,91,5,5,0.87,4,4,0,2,0,2,38,1,2,3,
65115,7,2,2,19,,4,4,1,19,232,2,,1,1,,15,,,,1,2,2,1,2,2,1,2,2,1,18163.98572,18749.3119,2,101,2,1,0.23,4,1,0,0,0,2,19,1,4,,
65116,7,2,1,0,10,2,2,2,,10,,,1,1,,,,,,1,1,2,1,2,2,,,,,4884.343512,4884.433539,3,90,7,7,2.1,3,3,1,0,0,1,34,2,3,1,2
65117,7,2,1,16,,4,4,2,16,203,,,1,1,,11,,,,1,2,2,1,2,2,1,2,2,1,11351.72544,12116.15399,2,95,14,14,4.58,3,3,0,1,1,1,61,1,4,1,5
65118,7,2,1,8,,2,2,2,8,99,,,2,1,3,2,,,,1,1,2,1,2,2,1,2,2,1,10872.11568,10826.02025,1,99,77,77,,3,3,0,1,0,1,52,1,5,1,5
65119,7,2,2,31,,3,3,1,,,2,,1,1,,,5,1,2,1,2,2,1,2,2,1,2,2,1,66503.04312,66707.51794,2,98,8,8,1.8,5,5,2,1,0,1,32,1,4,1,5
65120,7,2,1,8,,2,2,1,8,100,,,1,1,,1,,,,1,1,2,1,2,2,1,2,2,1,14570.58829,14577.04302,1,98,3,3,0.4,7,7,2,3,0,2,31,2,5,1,2
65121,7,2,1,3,,2,2,1,3,46,,,1,1,,,,,,1,1,2,2,2,2,,,,,15745.77449,15931.92331,2,91,2,2,0.19,5,5,3,0,0,1,24,2,1,1,3
65122,7,2,2,24,,3,3,1,,,2,,1,1,,,4,5,2,1,2,2,1,2,2,1,2,2,1,114993.8086,120122.1114,1,98,8,8,2.62,3,3,0,0,0,1,50,,,3,
65123,7,2,2,13,,4,4,1,14,168,,,1,1,,7,,,,1,1,2,1,2,2,1,2,2,1,19222.39369,19147.00036,1,92,9,7,1.74,7,4,2,1,0,1,45,1,4,2,
65124,7,2,2,28,,2,2,2,,,2,,1,1,,,5,1,1,1,2,2,1,2,2,1,2,2,1,30253.42701,31766.41323,2,90,6,6,1.62,3,3,1,0,0,2,28,1,5,1,4
65125,7,2,2,40,,2,2,1,,,2,,2,2,3,,2,3,2,2,2,2,2,2,2,2,2,2,2,25713.32816,27565.01908,2,103,5,5,0.65,6,6,1,0,1,2,61,2,1,2,
65126,7,2,2,63,,4,4,2,,,2,,2,1,7,,5,1,,1,2,2,1,2,2,1,2,2,1,10346.03577,10598.2543,1,99,15,15,5,2,2,0,0,2,2,63,2,5,1,5
65127,7,1,2,17,,2,2,,,,2,,2,1,3,12,,,,2,2,2,1,2,2,,,,,26657.12187,0,1,97,15,15,5,4,4,0,2,0,1,51,1,5,1,
65128,7,2,1,24,,4,4,1,,,2,,1,1,,,4,5,,1,2,2,1,2,2,1,2,2,1,25815.88014,26503.60973,2,101,1,1,0.09,2,1,0,0,0,1,23,1,5,5,
65129,7,2,2,45,,4,4,1,,,2,,1,1,,,3,1,,1,2,2,1,2,2,1,2,2,1,23759.65375,25262.18052,3,92,4,4,1.22,2,2,0,0,0,1,51,1,2,1,3
65130,7,1,2,38,,3,3,,,,2,,1,1,,,5,1,3,1,2,2,1,2,2,,,,,95214.22557,0,1,97,15,15,5,5,5,2,0,1,1,43,1,5,1,5
65131,7,2,1,24,,5,7,2,,,2,,1,1,,,3,5,,1,2,2,1,2,2,1,2,2,1,39031.95707,40864.30046,1,101,5,5,1.24,3,3,0,0,1,2,61,1,4,1,3
65132,7,2,2,33,,1,1,2,,,2,,2,2,3,,1,6,2,2,2,2,2,2,2,2,2,2,2,38737.69094,37692.46666,1,97,4,4,0.72,5,5,2,1,0,2,33,2,1,6,
65133,7,2,2,47,,3,3,2,,,2,,1,1,,,5,1,,1,2,2,1,2,2,1,2,2,1,99275.15057,104459.9875,2,95,3,3,0.93,2,2,0,0,0,1,45,1,4,1,5
65134,7,2,2,2,,4,4,2,3,36,,,1,1,,,,,,1,1,2,1,2,2,,,,,6689.921427,7247.312894,1,96,15,15,4.81,5,5,1,1,0,2,35,1,5,1,5
65135,7,2,1,55,,5,6,1,,,2,,2,1,8,,5,1,,1,2,2,1,2,2,1,2,2,1,16499.66217,16440.05599,3,91,15,15,5,2,2,0,0,0,2,46,1,5,1,5
65136,7,2,1,7,,4,4,1,7,93,,,1,1,,1,,,,1,1,2,1,2,2,,,,,10311.16578,10291.77951,2,98,3,3,0.54,3,3,1,1,0,2,29,1,2,1,
65137,7,2,2,8,,3,3,2,8,103,,,1,1,,1,,,,1,1,2,1,2,2,1,2,2,,48532.8524,48387.04619,1,98,14,14,3.9,4,4,0,3,0,2,31,1,4,1,
65138,7,2,2,0,11,5,7,2,,11,,,1,1,,,,,,1,1,2,1,2,2,,,,,4867.693222,4920.842696,2,97,2,2,0.43,4,4,3,0,0,2,25,1,4,5,
65139,7,2,1,61,,1,1,1,,,1,1,1,1,,,3,3,,1,2,2,1,2,2,1,2,2,1,14488.95369,16384.52576,3,92,4,1,0.11,7,1,0,3,1,1,61,1,3,3,
65140,7,2,2,11,,5,6,2,11,136,,,2,2,4,4,,,,1,1,2,1,2,2,1,2,2,1,6198.268014,6649.703491,3,90,14,14,3.47,4,4,1,1,0,2,38,2,5,1,5
65141,7,2,1,21,,1,1,2,,,2,,1,1,,,2,5,,1,2,2,1,2,2,1,2,2,1,39084.16639,39616.91373,1,97,4,4,0.65,4,4,0,1,0,2,45,2,2,3,
65142,7,2,1,23,,4,4,2,,,2,,1,1,,,3,6,,1,2,2,1,2,2,1,2,2,1,17583.69373,18076.30431,2,95,1,1,0.03,3,3,1,0,0,1,23,1,3,6,
65143,7,2,1,62,,5,6,1,,,2,,2,1,6,,5,3,,1,2,2,1,2,2,1,2,2,1,10555.96437,11135.91135,2,92,6,5,2.2,3,1,0,0,2,1,80,,,2,
65144,7,2,1,48,,3,3,1,,,2,,1,1,,,4,1,,1,2,2,1,2,2,1,2,2,1,87072.43807,86848.76691,1,102,8,8,1.91,5,5,1,2,0,2,38,1,5,1,4
65145,7,2,2,57,,1,1,2,,,1,1,1,1,,,3,1,,1,2,2,1,2,2,1,2,2,1,28713.03666,29755.29229,1,97,10,10,3.59,3,3,0,0,0,2,57,1,3,1,
65146,7,2,1,14,,2,2,2,14,176,,,1,1,,8,,,,1,1,2,1,2,2,1,2,2,1,15991.14708,16786.34086,2,90,6,6,1.34,4,4,1,2,0,2,36,2,3,77,
65147,7,1,2,36,,3,3,,,,2,,1,1,,,5,1,3,1,2,2,1,2,2,,,,,97803.5004,0,1,95,14,14,3.8,4,4,1,1,0,1,36,1,4,1,5
65148,7,2,2,12,,1,1,1,12,145,,,2,2,3,5,,,,2,1,2,2,2,2,1,2,2,1,18515.05842,19067.51542,2,96,5,5,0.89,4,4,1,1,0,2,36,2,4,6,
65149,7,2,1,31,,4,4,1,,,2,,1,1,,,2,6,,1,2,2,1,2,2,1,2,2,1,19508.88946,19600.27083,2,102,5,5,0.67,6,6,0,4,0,2,33,1,2,6,
65150,7,2,2,53,,4,4,1,,,2,,1,1,,,4,1,,1,2,2,1,2,2,1,2,2,1,25964.81396,25700.75257,2,101,7,7,2.52,2,2,0,0,0,2,53,1,4,1,2
65151,7,2,2,26,,1,1,1,,,2,,1,1,,,3,1,2,1,2,2,1,2,2,1,2,2,1,44119.60846,48674.23779,2,98,7,7,2.16,3,3,1,0,0,2,26,1,3,1,3
65152,7,2,1,13,,4,4,2,13,162,,,1,1,,8,,,,1,1,2,1,2,2,1,2,2,1,16890.9633,17218.04077,1,91,10,10,2.56,5,5,0,3,0,1,51,2,5,1,4
65153,7,2,1,80,,3,3,1,,,1,2,1,1,,,5,5,,1,2,2,1,2,2,1,2,2,,40859.27035,44024.16927,2,101,14,14,5,1,1,0,0,1,1,80,1,5,5,
65154,7,2,1,22,,3,3,1,,,2,,1,1,,,4,5,,1,2,2,1,2,2,1,2,2,1,104488.9146,106745.8366,1,98,4,1,0.4,4,1,0,0,0,1,22,1,5,5,
65155,7,2,2,8,,5,6,1,8,100,,,1,1,,2,,,,1,1,2,1,2,2,1,2,2,1,6273.782555,6554.366499,2,94,15,15,5,5,5,0,2,1,1,47,2,5,1,5
65156,7,2,1,44,,3,3,2,,,2,,1,1,,,3,3,,1,2,2,1,2,2,1,2,2,1,31053.11628,31557.85078,2,97,5,5,1.84,2,1,0,0,0,2,45,1,2,4,
65157,7,2,2,80,,3,3,1,,,2,,1,1,,,4,3,,1,2,2,1,2,2,1,2,2,,51644.11098,57877.50742,1,102,6,6,2.48,1,1,0,0,1,2,80,1,4,3,
65158,7,2,2,4,,5,6,2,4,57,,,1,1,,,,,,1,1,1,1,2,1,,,,,6683.092466,6676.033575,3,91,13,13,,3,3,1,0,0,2,41,2,1,1,3
65159,7,2,2,0,4,3,3,2,,5,,,1,1,,,,,,1,1,2,1,2,2,,,,,10692.48835,11331.75103,1,95,1,1,0.21,4,4,1,0,1,2,75,1,1,2,
65160,7,2,2,17,,4,4,2,17,211,2,,1,1,,11,,,,1,2,2,1,2,2,1,2,2,1,12209.74498,12781.91029,2,90,5,5,1.08,3,3,1,1,0,2,23,1,2,5,
65161,7,2,2,80,,4,4,1,,,2,,1,1,,,2,2,,1,2,2,1,2,2,1,2,2,,18344.91753,19717.05486,2,101,3,3,0.9,2,2,0,0,1,1,57,1,2,5,
65162,7,2,1,32,,3,3,2,,,2,,1,1,,,3,5,,1,2,2,1,2,2,,,,,83819.70229,89179.48689,1,99,9,9,5,1,1,0,0,0,1,32,1,3,5,
65163,7,2,1,70,,3,3,2,,,1,2,1,1,,,2,1,,1,2,2,1,2,2,1,2,2,,69210.20671,72962.44885,1,98,12,12,,2,2,0,0,2,1,70,1,2,1,3
65164,7,2,1,42,,4,4,2,,,2,,1,1,,,2,6,,1,2,2,1,2,2,1,2,2,1,20953.00978,22152.08859,2,97,2,2,0.3,4,4,0,2,0,1,42,1,2,6,
65165,7,2,2,63,,4,4,2,,,2,,1,1,,,3,1,,1,2,2,1,2,2,1,2,2,1,10561.52623,11375.62907,2,95,7,7,2.31,2,2,0,0,2,2,63,1,3,1,3
65166,7,2,1,17,,4,4,2,17,205,2,,1,1,,10,,,,1,2,2,1,2,2,1,2,2,1,12462.60119,12584.64365,2,97,4,4,0.81,4,4,1,1,0,2,51,1,3,4,
65167,7,2,2,17,,4,4,2,17,208,2,,1,1,,11,,,,1,2,2,1,2,2,1,2,2,1,9608.885901,9632.551122,1,96,77,77,,7,7,1,3,0,1,56,1,3,1,4
65168,7,2,1,16,,2,2,1,17,204,,,2,2,4,11,,,,1,2,2,1,2,2,1,2,2,1,15626.10768,15463.70068,2,93,9,9,1.94,6,6,0,3,0,2,37,,,3,
65169,7,2,2,59,,5,6,2,,,2,,2,1,6,,3,1,,1,2,2,1,2,2,1,2,2,1,12649.08428,13261.52258,3,90,1,1,0,2,2,0,0,1,1,61,2,3,1,3
65170,7,2,1,4,,5,6,2,4,57,,,1,1,,,,,,1,1,2,1,2,2,,,,,7580.437211,8294.186048,2,92,12,12,,7,7,2,4,0,1,54,2,2,1,5
65171,7,2,2,13,,3,3,2,13,157,,,1,1,,7,,,,1,1,2,1,2,2,1,2,2,1,99340.78474,108314.708,2,91,15,15,5,4,4,0,2,0,1,53,1,5,1,4
65172,7,2,2,34,,3,3,2,,,2,,2,1,6,,4,1,2,1,2,2,1,2,2,1,2,2,1,89807.04764,91549.32507,3,91,7,7,1.74,4,4,0,2,0,1,45,2,2,1,4
65173,7,2,2,41,,5,6,2,,,2,,2,2,3,,5,1,2,1,2,2,,,,1,2,2,1,12969.77682,13038.36026,2,90,3,3,0.65,5,3,1,2,0,1,44,2,5,1,5
65174,7,2,2,31,,3,3,2,,,2,,1,1,,,4,1,2,1,2,2,1,2,2,1,2,2,1,85610.54667,92292.66907,2,91,14,14,4.19,3,3,0,1,0,2,31,1,4,1,3
65175,7,2,2,50,,4,4,1,,,2,,1,1,,,2,5,,1,2,2,1,2,2,1,2,2,1,15521.11575,16049.68901,2,100,5,5,1.63,3,2,0,1,0,2,50,1,2,5,
65176,7,2,2,45,,4,4,2,,,2,,1,1,,,4,1,,1,2,2,1,2,2,1,2,2,1,19130.24637,18737.15739,2,95,10,10,2.32,6,6,1,2,0,1,44,1,4,1,4
65177,7,2,1,22,,3,3,1,,,2,,1,1,,,4,5,,1,2,2,1,2,2,1,2,2,1,120604.496,126250.3915,2,92,10,10,3.51,3,3,0,0,0,1,24,1,4,5,
65178,7,2,2,0,10,3,3,1,,11,,,1,1,,,,,,1,1,2,1,2,2,,,,,7569.605114,7776.819156,2,102,6,6,1.01,5,5,2,0,0,2,18,1,3,,
65179,7,2,1,48,,5,6,1,,,2,,2,1,5,,5,1,,1,2,2,1,2,2,1,2,2,1,22433.90271,22559.45521,1,100,15,15,5,2,2,0,0,0,1,48,2,5,1,5
65180,7,2,2,14,,4,4,2,14,172,,,2,2,3,7,,,,1,1,2,1,2,2,1,2,2,1,10694.83445,10900.38184,1,90,4,4,0.58,6,6,0,3,0,2,21,2,5,5,
65181,7,1,1,3,,3,3,,,,,,1,1,,,,,,1,1,2,1,2,2,,,,,58618.41932,0,2,94,14,14,2.87,5,5,2,1,0,1,37,1,3,1,4
65182,7,2,1,45,,2,2,1,,,2,,2,2,5,,2,6,,2,2,2,1,2,2,2,2,1,2,34128.96705,33628.17707,2,93,3,3,0.43,4,4,0,0,0,1,45,2,2,6,
65183,7,2,1,62,,5,6,1,,,2,,2,1,7,,3,1,,1,2,1,1,2,1,1,2,1,3,8623.181934,10090.42584,2,103,4,4,1.34,3,1,0,0,1,1,62,2,3,1,
65184,7,2,2,50,,5,6,1,,,2,,2,1,5,,1,1,,1,2,1,1,2,1,,,,,11446.60491,11655.03416,2,92,77,77,,4,4,0,0,0,1,27,2,2,5,
65185,7,2,1,6,,5,7,2,6,80,,,1,1,,1,,,,1,1,2,1,2,2,,,,,9502.15317,9616.069144,2,100,9,9,2.46,4,4,0,2,0,2,36,2,4,1,3
65186,7,2,2,0,2,4,4,2,,2,,,1,1,,,,,,1,1,2,1,2,2,,,,,4418.651245,4685.491283,2,95,7,7,1.41,5,5,2,0,0,2,53,1,3,3,
65187,7,2,1,11,,4,4,1,11,141,,,1,1,,4,,,,1,1,2,1,2,2,1,2,2,1,9418.975084,9571.535533,2,93,5,5,0.92,4,4,1,1,0,1,27,2,2,5,
65188,7,2,2,59,,5,6,2,,,2,,2,1,6,,4,1,,1,2,2,1,2,2,1,2,2,1,14068.75267,14242.31175,1,93,15,15,5,5,5,1,0,1,1,61,2,4,1,4
65189,7,2,1,63,,2,2,1,,,2,,77,,,,3,77,,1,2,2,1,2,2,1,2,2,1,9250.428657,10460.65091,2,92,99,99,,1,1,0,0,1,1,63,77,3,77,
65190,7,2,2,62,,3,3,2,,,2,,2,1,7,,3,3,,1,2,2,1,2,2,1,2,2,1,44636.78079,48652.73082,2,91,6,6,1.78,3,3,0,0,1,2,62,2,3,3,
65191,7,2,2,30,,5,6,2,,,2,,2,2,2,,5,6,2,1,2,2,1,2,2,1,2,2,1,13124.24383,13151.04245,1,93,15,6,2.3,6,1,0,0,0,1,34,2,5,5,
65192,7,2,2,52,,5,6,2,,,2,,2,1,6,,5,1,,1,2,2,1,2,2,1,2,2,1,16677.13986,16814.56976,1,97,15,15,5,4,4,0,0,0,1,51,2,5,1,5
65193,7,2,2,3,,4,4,2,3,41,,,1,1,,,,,,1,1,2,1,2,2,,,,,16749.1249,17181.44823,2,101,4,4,1.16,2,2,1,0,0,2,28,1,4,5,
65194,7,2,1,31,,5,6,2,,,2,,2,2,2,,5,5,,1,2,2,1,2,2,1,2,2,1,13936.8222,14121.6723,1,93,15,5,1.84,6,1,0,0,0,1,34,2,5,5,
65195,7,2,1,43,,4,4,2,,,2,,1,1,,,4,1,,1,2,2,1,2,2,1,2,2,1,13232.135,13189.93065,2,99,15,15,4.9,7,7,1,4,0,2,53,1,5,1,5
65196,7,2,2,1,22,3,3,2,,23,,,1,1,,,,,,1,1,2,1,2,2,,,,,41956.61514,45173.70746,1,91,14,14,2.44,7,7,2,4,0,1,33,1,5,1,5
65197,7,2,1,6,,5,7,1,6,83,,,1,1,,0,,,,1,1,2,1,2,2,,,,,15279.82165,15716.74341,1,102,6,6,1.34,4,4,2,1,0,2,27,1,4,3,
65198,7,2,1,32,,1,1,2,,,2,,2,2,5,,1,1,,2,2,2,2,2,2,2,2,2,2,34887.43995,34624.13341,2,94,7,7,1.34,5,5,2,1,0,1,32,2,1,1,
65199,7,2,2,51,,5,6,2,,,2,,2,1,6,,5,1,,1,2,2,1,2,2,,,,,17852.66814,18282.49003,3,91,7,7,1.33,6,6,0,0,2,2,51,2,5,1,5
65200,7,2,1,10,,5,6,2,10,123,,,1,1,,4,,,,1,1,2,1,2,2,1,2,2,1,7832.194045,8303.616222,1,96,15,15,5,4,4,0,2,0,2,41,2,5,1,5
65201,7,2,2,77,,3,3,2,,,2,,1,1,,,4,1,,1,2,2,1,2,2,1,2,2,,56666.80321,58405.28487,1,101,15,15,5,3,3,0,0,2,1,79,1,4,1,4
65202,7,2,1,45,,2,2,1,,,2,,2,2,4,,1,4,,2,2,2,2,2,2,2,2,2,2,52941.64866,52164.81158,2,102,5,5,1.08,3,3,0,0,0,1,55,2,1,5,
65203,7,2,2,7,,3,3,2,7,88,,,1,1,,0,,,,1,1,2,1,2,2,,,,,70999.26915,75403.63644,1,93,15,15,5,4,4,0,2,0,1,51,1,3,1,5
65204,7,2,1,15,,4,4,2,15,188,,,1,1,,10,,,,1,1,2,1,2,2,1,2,2,1,12195.54646,12314.97374,2,97,6,6,0.92,7,7,1,4,0,2,29,1,3,5,
65205,7,2,1,56,,3,3,2,,,2,,1,1,,,3,6,,1,2,2,1,2,2,1,2,2,1,166897.2012,171848.3402,2,91,7,7,1.61,4,4,0,0,3,1,65,1,3,6,
65206,7,2,2,6,,5,6,2,6,75,,,2,1,2,0,,,,1,1,2,1,2,2,,,,,10029.64288,10710.1569,2,91,14,14,3.69,4,4,1,1,0,1,53,1,4,1,5
65207,7,2,2,11,,2,2,2,11,134,,,1,1,,4,,,,2,1,2,2,2,2,1,2,2,,15583.58753,16935.93072,1,93,14,14,3.06,5,5,0,2,0,1,46,2,1,1,4
65208,7,2,2,5,,3,3,1,5,64,,,1,1,,,,,,1,1,2,1,2,2,,,,,85197.46569,87881.52996,1,92,15,15,5,4,4,2,0,0,2,46,1,5,1,5
65209,7,2,2,71,,2,2,1,,,2,,1,1,,,3,3,,1,2,2,1,2,2,1,2,2,,28297.22579,31371.64075,2,102,14,14,2.44,7,7,0,2,1,2,71,1,3,3,
65210,7,2,2,48,,3,3,2,,,2,,1,1,,,1,3,,1,2,2,1,2,2,,,,,19333.30297,19445.46438,1,99,3,3,0.88,2,2,0,1,0,2,48,1,1,3,
65211,7,2,2,2,,4,4,2,2,25,,,1,1,,,,,,1,1,2,1,2,2,,,,,6293.31819,6860.614572,1,96,7,7,1,7,7,2,1,1,2,53,1,4,1,3
65212,7,2,1,14,,5,6,1,14,170,,,1,1,,8,,,,1,1,2,1,2,2,1,2,2,1,7291.654281,7756.692286,3,91,9,9,3.24,3,3,0,1,1,1,64,2,2,1,5
65213,7,2,2,64,,4,4,1,,,2,,1,1,,,3,1,,1,2,2,1,2,2,1,2,2,1,15369.196,16553.88332,1,100,15,15,5,2,2,0,0,2,2,64,1,3,1,3
65214,7,2,2,38,,3,3,2,,,2,,1,1,,,4,1,2,1,2,2,1,2,2,1,2,2,1,74517.75139,77393.17538,2,94,10,10,2.91,4,4,0,2,0,2,38,1,4,1,4
65215,7,2,1,1,14,3,3,2,,15,,,1,1,,,,,,1,1,2,1,2,2,,,,,37534.97635,40372.68259,1,99,14,14,4.03,4,4,1,1,0,1,40,2,4,1,5
65216,7,1,2,1,22,1,1,,,,,,1,1,,,,,,2,1,2,2,2,2,,,,,9955.153132,0,2,94,4,4,0.72,4,4,1,1,0,1,30,2,1,1,3
65217,7,2,2,22,,2,2,1,,,2,,2,2,4,,4,5,2,1,2,2,1,2,2,1,2,2,1,60461.42743,62051.80042,2,92,2,2,0.4,3,3,0,0,0,1,50,2,4,1,4
65218,7,2,1,74,,5,6,2,,,2,,2,1,6,,1,1,,1,2,1,1,2,1,,,,,9748.579573,13410.05515,3,90,13,3,0.79,3,2,0,0,2,1,74,2,1,1,
65219,7,2,1,2,,4,4,1,2,33,,,1,1,,,,,,1,1,2,1,2,2,,,,,6936.347746,7414.543244,1,98,10,10,2.59,5,5,2,1,0,1,45,1,5,1,5
65220,7,2,1,80,,4,4,1,,,2,,1,1,,,1,2,,1,2,2,1,1,2,,,,,9850.66662,10431.85478,2,98,3,3,1.1,1,1,0,0,1,1,80,1,1,2,
65221,7,2,2,2,,3,3,1,2,28,,,1,1,,,,,,1,1,2,1,2,2,,,,,45222.58045,46647.27439,1,98,15,15,4.56,4,4,2,0,0,2,33,1,4,1,4
65222,7,2,2,7,,1,1,2,7,90,,,1,1,,1,,,,1,1,2,1,2,2,,,,,12958.86004,13685.57134,1,99,15,15,5,3,3,0,1,0,2,34,1,4,1,4
65223,7,2,1,20,,4,4,1,,,2,,1,1,,,4,5,,1,2,2,1,2,2,1,2,2,1,25815.88014,26556.73573,2,101,99,99,,2,1,0,0,0,1,21,1,4,5,
65224,7,1,1,58,,4,4,,,,2,,1,1,,,1,5,,1,2,2,1,2,2,,,,,16851.3345,0,2,95,3,3,0.95,2,2,0,0,1,2,65,1,2,3,
65225,7,2,2,34,,5,6,1,,,2,,2,1,7,,5,5,2,1,2,2,1,2,2,1,2,2,1,16411.59328,16969.58013,2,103,15,15,5,2,2,0,0,0,2,39,2,5,5,
65226,7,2,2,3,,3,3,1,3,39,,,1,1,,,,,,1,1,2,1,2,2,,,,,71938.50579,79397.86606,3,91,8,8,1.95,4,4,2,0,0,2,30,1,5,1,4
65227,7,2,2,30,,3,3,1,,,2,,1,1,,,4,5,2,1,2,2,1,2,2,1,2,2,1,19831.16853,19892.1428,1,103,3,3,0.37,5,5,1,2,0,2,30,1,4,5,
65228,7,2,2,44,,5,6,2,,,2,,2,1,6,,5,1,2,1,2,2,1,2,2,,,,,16237.00486,17542.96783,1,90,15,15,5,5,5,0,2,0,1,47,2,5,1,5
65229,7,2,1,31,,3,3,2,,,2,,1,1,,,5,5,,1,2,2,1,2,2,1,2,2,1,109181.5663,112638.4487,2,91,14,14,3.93,3,3,0,0,2,1,70,,,1,
65230,7,2,1,43,,3,3,2,,,2,,1,1,,,3,6,,1,2,2,1,2,2,1,2,2,1,25128.4354,27949.56829,2,94,5,5,1.3,3,3,0,1,0,1,43,1,3,6,
65231,7,2,1,31,,2,2,1,,,2,,2,2,2,,3,1,,2,2,2,2,2,2,2,2,2,2,34997.80045,36560.75614,2,96,6,6,1.25,4,4,1,1,0,1,31,2,3,1,3
65232,7,2,2,0,4,1,1,1,,6,,,1,1,,,,,,1,1,2,1,2,2,,,,,8775.375504,8590.751882,2,102,8,8,2.24,4,4,1,1,0,1,40,1,3,1,3
65233,7,2,1,30,,1,1,1,,,2,,1,1,,,4,1,,1,2,2,1,2,2,1,2,2,1,47932.21315,49254.61786,1,92,14,14,3.9,4,4,2,0,0,2,29,1,4,1,4
65234,7,2,1,80,,3,3,1,,,1,2,1,1,,,1,1,,1,1,2,1,2,2,,,,,26773.68659,29743.1605,2,98,99,99,,2,2,0,0,2,2,80,1,3,1,1
65235,7,2,2,5,,2,2,1,5,66,,,1,1,,,,,,1,1,2,1,2,2,,,,,12541.25411,13845.88109,2,100,14,14,3.36,4,4,1,1,0,1,45,2,5,1,2
65236,7,2,2,73,,4,4,2,,,2,,1,1,,,2,3,,1,2,2,1,2,2,1,2,2,,12980.45118,13849.15061,1,96,7,7,3.58,1,1,0,0,1,2,73,1,2,3,
65237,7,2,2,25,,3,3,2,,,2,,1,1,,,5,6,2,1,2,2,1,2,2,1,2,2,1,53574.55769,55073.60496,1,90,4,1,0.27,2,1,0,0,0,2,25,1,5,6,
65238,7,2,1,19,,1,1,1,19,228,2,,2,2,4,15,,,,2,2,2,2,2,2,1,2,2,1,29234.27226,29869.33924,3,92,4,4,0.46,7,7,1,2,0,2,31,2,2,1,1
65239,7,2,2,60,,4,4,2,,,2,,2,2,8,,4,2,,1,2,2,1,2,2,1,2,2,,15732.43689,16737.04767,1,97,3,3,0.9,1,1,0,0,1,2,60,2,4,2,
65240,7,2,1,73,,5,6,2,,,2,,2,1,7,,5,1,,1,2,1,1,2,1,1,2,1,,11066.51263,11628.39225,1,99,9,9,4.08,2,2,0,0,2,1,73,2,5,1,5
65241,7,2,2,42,,5,6,2,,,2,,2,1,7,,4,6,2,1,2,2,1,2,2,1,2,2,1,15147.21285,15611.7781,1,96,6,6,1.34,3,3,1,0,0,2,42,2,4,6,
65242,7,2,1,5,,1,1,1,5,65,,,1,1,,,,,,2,1,1,1,2,1,,,,,17865.13576,18076.33998,3,92,6,6,0.96,5,5,2,1,0,2,26,2,1,1,1
65243,7,2,2,35,,1,1,1,,,2,,1,1,,,3,6,2,1,2,2,1,2,2,1,2,2,1,49102.00719,48391.20748,3,92,10,10,3.77,3,3,0,1,0,2,52,1,4,6,
65244,7,2,2,49,,4,4,1,,,2,,1,1,,,2,1,,1,2,2,1,2,2,1,2,2,1,18490.47985,19120.17512,2,100,4,4,0.91,3,3,0,0,0,2,49,1,2,1,2
65245,7,1,2,2,,4,4,,,,,,1,1,,,,,,1,1,2,1,2,2,,,,,9008.172545,0,1,97,15,15,5,3,3,1,0,0,1,28,1,3,6,
65246,7,2,1,3,,3,3,1,3,42,,,1,1,,,,,,1,1,2,1,2,2,,,,,95119.04878,111454.285,1,100,6,6,1.78,3,3,1,1,0,2,35,1,5,4,
65247,7,2,2,8,,4,4,1,8,97,,,1,1,,1,,,,1,1,2,1,2,2,1,2,2,1,10221.9918,10600.65594,1,98,6,6,1.36,3,3,0,2,0,1,35,1,5,3,
65248,7,2,2,67,,3,3,2,,,2,,1,1,,,4,1,,1,2,2,1,2,2,1,2,2,1,118611.0647,118209.8095,1,91,14,14,5,2,2,0,0,2,1,68,1,4,1,4
65249,7,2,2,23,,3,3,1,,,2,,1,1,,,4,5,2,1,2,2,1,2,2,1,2,2,1,53401.08913,55537.63907,2,101,99,2,0.73,3,1,0,0,0,2,22,1,4,5,
